id,text,label
1311998117167132,"IGBO EZUKỌỌ Tọzdee Afọ 07 10 2021 (7:30-8:30am) Ọchịchị etiti eyiela egwu ị kwupụta ọnọdụ ọdụrụkụọ na Steeti Anambra ya bụrụ ma ọnọdụ enweghị nchekwa a gaa n'ihu na-ehi odo na Steeti ahụ. N'okwu ya, onye ọkaikpe ukwu ala anyị nakwa minista ikpe ziri ezi, Abubakar Malami sịrị na nke ahụ bụ iji hụ na e nwere udo na ime ihe n'ezi usoro n'oge ntuliakaelu Steeti Anambra. Etu ọ siladị, òtù ndọrọndọrọ ọchịchị PDP na ndị nnukwu ọkaikpe na-ekwuchitere ala anyị ọnụ (SAN) akatọọla ya bụ erumeru ọchịchị etiti tụpụtara, kọwaa ya dịka nke na-adabaghị adaba. Ya mere n'ụtụtụ a, ajụjụ anyị bụ: 1. Kedụ ka i sịrị hụta erumeru a ọchịchị etiti na-atụ 2. Enweghị nchekwa Steeti Anambra o ruola n'ogo nke ị kwupụta ọnọdụ ọdụrụkụọ Sonyere Chinonso Ugorji (CPC Onye Nkụka) n'ihe omume Igbo Ezukọọ nke taa site n'izibata ozi gị n'ebe a maọbụ gị a kpọọ n'akara ekwentị anyị 08150501073",Normal
1379430804241076,"Ụkpaka , Ụgba , Ewhiri , Ụtazị , Achara wdgz .. Ha ncha bụchaa mkpụrụ osisi ndị ichie ndị ala igbo chọpụtara. Ha enweghị aha na Bekee . Gaa jụọ ase ..... O nwere mkpụrụ osisi ọzọ ị mara Ngwa depụta ha na kọment seshọn",Normal
1656165952258541,"Tinubu kwuru na a ga-eji ego ahụ rụọ okporoụzọ, ọrụ ugbo, nchekwa, ọkụ latrik nakwa mgbasaozi tekịnụzụ",Normal
979640821576029,Awusa abatago kwa Nsukka,Hate
989365167339785,"“Nke a bụ ohu m; Mu onwem emewo ka ọ di ike, nka bu onye M'rọputara; Ọ na-atọ m ụtọ. E tinyewom Mọm n'aru Ya; Ọ gēkpere mba nile ikpe ziri ezi. Ọ gaghị eti mkpu ma ọ bụ tie mkpu, ọ gaghịkwa eme ka a nụ olu ya n’okporo ámá. Ọ gaghị agbaji okporo ahịhịa amị e chihịara echihịa, ọ gaghịkwa emenyụ ogho oriọna na-ere ọkụ; ọ ga-eji ikwesị ntụkwasị obi weta ikpe ziri ezi. Ọ gaghị ada mbà ma ọ bụ nwee nkụda mmụọ ruo mgbe o mere ka ikpe ziri ezi guzosie ike n'ụwa. Ókè-ala na àgwàetiti nile ga-echere ntụziaka ya.” Otú a ka Chineke, bú Jehova, siri, Onye kère elu-igwe, we setipu ha, Onye b͕asaworo uwa na ihe si nime ya puta, Onye nēnye ndi nọ nime ya ume, nēnye kwa ndi nējeghari nime ya mọ: Mu onwem bu Chineke. M'kpọworo gi n'ezi omume, M'gējide kwa gi n'aka-gi. M ga-eche gị nche, meekwa gị ka ị bụrụ ọgbụgba ndụ ndị mmadụ na ìhè nye mba dị iche iche, imeghe anya kpuru ìsì, ime ka ndị mkpọrọ si n'ụlọ mkpọrọ pụta, na ndị nọ ọdụ n'ọchịchịrị n'ụlọ mkpọrọ. Abụ m Jehova. nke ahu bu aham, M'gaghi-enye kwa onye ọzọ nsọpurum, M'gaghi-enye kwa arusi otutom. Ihe ndị gara aga emewo n'ezie. Ugbu a ana m ekwuwapụta ihe omume ọhụrụ; M na-agwa gị ha tupu ha emee.” Aịz 42:1-9 CSB Chineke ahọpụtala m ka m lekọta ụmụ Ya, ka m weta atụmatụ, atụmatụ, na ndị na-arụ ọrụ n’ụwa nke Setan niile n’igbu ikpere n’ala A GA-AKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWỤKWASỊWA NKE NKE NKE MBURU NKE HA IMEME NDỊ DỊ DỊ ICHE ICHE NA N'IHI N'ỤWA NJỤWA HA NA N'IME N'IHI CHINEKE N'IHU NA Onye-nwe-anyị na Onye Nzọpụta Jizọs Kraịst Nke a bụ eziokwu zuru oke, nke a bụ ihe na-aga ime, a ga-eme ka ị taa ahụhụ ma n'ụwa a ma n'ime mbibi ebighị ebi n'ọkụ mmụọ Chineke na-edozi ihe niile ugbu a, ọ bụghị mgbe e mesịrị Ọ dịghị mkpa ihe ị na-agbalị ime iji gbochie ya, n'ihi na ị pụghị ịkwụsị ihe Chineke nyere n'iwu ka e mee Ndị niile na-emegide atụmatụ Chineke ga-ada ma daa Mkpagbu gị nke ndị aka ha dị ọcha emewo ka ị daa Ekweghị ekwe gị bụ ihe akaebe nye Chineke, dịka O mere ka ị kpuo ìsì na ntị chiri n’eziokwu n’ihi ajọọ omume gị Abịara m ebe a ịtọ EZIOKWU n’anya, na ntị nke ndị nile na-achọ nzọpụta site n’aka Onyenwe anyị na Onye Nzọpụta anyị Jisus Kraịst Ndị dara n’ụra Chineke ma ka nwere olileanya na Kraịst NILE ga-abọ ọ́bọ̀ site n'IWE Chineke, tọhapụ gị n'ụzọ mmehie, na ịbụ ohu Chineke na-anọ mgbe nile, Onyenwe anyị na Onye Nzọpụta anyị Jizọs Kraịst na-agakwa azọpụta ndị na-abịakwute ya n'eziokwu M ga-eme mgbe nile ka CHINEKE nyere m iwu ka m mee, ruo mgbe ebighị ebi Ọgwụgwụ dị nso n’ezie, oge gị agabigawo n’ihu gị maka ndụ ebighị ebi gị, n’ihi mmebi iwu unu megide Chineke, Onyenwe anyị na Onye Nzọpụta anyị Jisọs Kraịst, na ụmụ Chineke Ụwa a ka a na-enyeghachi ndị niile na-abịakwute CHINEKE site n’Onyenwe anyị na Onye Nzọpụta anyị bụ́ Jizọs Kraịst tupu e wewe ya n’ime afọ 7 nke ọgba aghara a, n’agbanyeghị mbọ unu na-agba n’ihi uche Setan Ike m, uche, mkpebi siri ike, ịhụ mmadụ niile n'anya (gụnyere ndị na-arụkọ ọrụ megide Chineke), mgbaghara, na ihe ọma niile dị n'ime m sitere na Nna m nke eluigwe Enweghị m ike ịtụ egwu, imeri, ma ọ bụ kwụsị ihe ọ bụla ma e wezụga Chineke n'onwe Ya UGBUA unu nuru eziokwu, unu nwere ZERO RECOURSE SITE nke a mgbe unu ga-eguzo n'ihu CHINEKE NA ONYE NKE ANYỊ na Onye Nzọpụta Jizọs Kraịst Cheta; Chineke, Jizọs Kraịst Onyenwe anyị na Onye Nzọpụta anyị, Mmụọ Nsọ, ndị mmụọ ozi, na m hụrụ unu niile n'anya na-enweghị ajụjụ ma ọ bụ ndoputa Ka udo, ihunanya, ngozi, amara, ebere, obi ebere, nghọta, ndidi, nchekwa, nduzi, na nzizi dinyere gi na-edu gi mgbe nile",Normal
1029816246690098,"Ufødu umū Îgbō ndì bî ñ'ōbódo ndî ôzó di n'ala nijira,bu ndi eririeri.Óbi agbowalamn'akûkóm-nûru na ëfere mba-uwa këmgbë abaliâ",Normal
923119024076824,"Ncheta Justice Chukwudịfụ Oputa N’ụbọchị taa n’afọ 1916 ka a mụrụ Justice Oputa. Ọ bụ onye Oguta n'Imo Steeti ma gakwaa akwụkwọ Sekọndịrị na CKC, Ọnịcha. Dịka onye hụrụ akwụkwọ n'anya, Oputa nwetara nzere n'ihe ọmụmụ Ịkọnọmiks, History na kwa Law. E buliri ya elu n'ọkwa Law n'afọ 1976, mee ya ọkaikpe kachasị n’Imo Steeti. O ruo n'afọ 1984, e mee ya ọkaikpe ndị ụlọikpe kachasị na Naịjirịa bụ ebe o si laa ezumike nka n'afọ 1989. Ike ọ kpara dịka ọkaikpe n'ala Naịjirịa mere e ji kpọwa ya Socrates. Ọ nwụrụ n'ụbọchị nke anọ n'ọnwa Mee, 2014",Normal
1312447107087051,"Ịtọhapụ Nnamdi Kanu ga-ebute nnukwu ihe mmerụahụ nye Naijiria- Northern Elders Forum Otu jịkọrọ ndị okenye Ugwu Awụsa a kpọrọ “ Northern Elders Forum (NEF)’ agbajọọla arịrịọ ndị okenye Igbo rịọrọ onyeisiala Muhammadu Buhari na nsonso a ka ọ tọhapụ onye ndu otu Ipob e ji eji bụ Nnamdi Kanu. N’ozi nke Ọnụ na-ekwuru otu ahụ bụ Hakeem Baba-Ahmed, binyere aka ma wepụta ụbọchị Monde, ha sịrị, “o nweghị ụzọ e siri lee ya bụ arịrịọ, ọ gaghị emebi nnukwu ihe n’obodo Naijiria e nwerela nsogbu nchekwa karịa ikwu, na-egbughị oge, na nanị ụzọ a ga-esi gbaso ya bụ okwu bụ dịka iwu siri dị.”",Normal
868732982956207,Onyeisiala Bola Tinubu kwesiburu ịhapụ Abuja taa ma gawa ọgbakọ ndị ndu mbaụwa a kpọro G20 a ga-eme na Saụt Afrịka ma si ebe ahụ gawa mba Angola maka ọgbakọ otu Africa Union na European Union (AU-EU Summit). Lee iwu ọhụrụ o nyere maka nchekwa,Normal
1920183592035415,"Kedu afa ndi Igbo na akpo (diety) na afu Maka ji (yam ) Mere ha ji eme emume iri ji OBURU na ala Igbo nile, Iji gosi ekele nye chi ahu Wepu aziza gi na ngalaba nkowa viralfyp Omenala bu uzo eziokwu na ndu",Normal
1706353617209407,Lee ulo onye Igbo rulu na ugwu awusa Nti adighi Onye awasa aga alu udi ulo di otua na ala Igbo The background dialect is everything,Hate
1477348803664403,Ada kwụsị itechisi onwe gị ka mgbeke kwa mgbe,Abusive
2148178602697229,Ndia bu isi akụkọ ndị gbaputara ihe 1.Kwusi Atụmatụ iji we ebe nnama na-ata nri na Enugu- IPOB na-agwa Mbah 2.Obi agbawala ụmụ Naijiria maka ọnwụ odogwu akporo Eligwe 3.Ndi Uweojii n'ụdị obodo ala anyị Abuja achusuola ndi omekome ebe ha na ezuru ike. 4.Otu egwu super Eagles gbara mgba dika dimkpa-Sanwo-Olu 5.Ndi ọrụ nlekọta ahụike nurse na-eme njegharị iwe na Abuja maka usoro nnyocha asambodo ọhụrụ,Normal
1382075090419905,"Naịjirịa ga-ebido inyocha atụmatụ ịchị ehi na mba ahụ dịka ndị ọchị ehi na ndị ọrụ ugbo na-alụ ọgụ aghara aghara maka etu ehi si emebi ihe akọrọ n'ugbo. Atụmatu ọhụrụ a ga-etinye anya n'ebe ehi ga na-ata nri na steeti 25 na mba ahụ. N'ozi ọnụ na-ekwuru Onyeisial Muhammadu Buhari bụ Garba Shehu binyere aka, ọ sị na nnyocha a aga eme ga-enyocha etu e si banye n'ime ala amapụtara maka ehi. Ọ kọwara na ọ bụ ka etinyechara anya n'ihe banyere nchekwa obodo ka amapụtara steeti ndị ga-eso n'atụmatụ a. A gbarụrụ ihu maka atụmatụ ndị gọọmentị wepụtere maka okwu dịka a na-ekwu na ọ bụ ndị Fulani ka ọ nyere aka. Buhari bụ onye Fulani. Ọtụtụ steeti dị na ndịda Naịjirịa ekwuola ka akwụsị ịkpụ ehi na-agagharị, ma na-ekwu na ndị ọchịehi kwesiri ịnọ otu ebe na-azụ anụmanụ ha. AFP",Normal
2758020114337814,Goomenti Etiti Agwala Umuakwukwo Ndi Na-Aga Ala Russia Ka Ha Mee Omume Di Mma,Normal
1719244325917677,Biafra is coming... Biafra is here... Ndi ekwensu ji mere ngwa oru Ndi Chukwu kporo oku,Abusive
990649283929392,Onyeisiala Tinubu achụọla ụfọdụ ndịisi agha na Naịjirịa ma gbanwee ụfọdụ. Chọpụta ndị ha bụ ebe a,Normal
2754532488248232,"Amarachi Atama; Ụzọ dị iche iche anyị ga-eji kwado asụsụ Igbo... Ka anyị hụ Igbo n'anya. Onye hụ Igbo n'anya, asụsụ Igbo ga-amasị ya. Ka anyị na-asụrụ ụmụ anyị Igbo ebe ọbụla anyị nọ. Ka anyị jiri asụsụ Igbo mere asụsụ ezinụlọ anyị niile. Ka anyị kwado ndị niile na atụmatụ niile na-akwalite Igbo. Ka anyị na-azụta ma na-agụ akwụkwọ Igbo. Ọtụtụ ndị Igbo e nweghị akwụkwọ Igbo n'be ha. Ka anyị na-ege egwu Igbo, na-ekiri ihe onyonyo Igbo. Ka anyị soro n'ọgbakọ ndị Igbo dị iche iche. onye na-eme ihe Igbo, e ji asụsụ Igbo eme, ka anyị gaa ma kwado ya. Ka anyị kwalite iwu na-akwado asụsụ Igbo. Ka anyị weghachi ihe niile gbasara anyị dị mma... Dịka mmemme anyị. Ka anyị gosipụta na Igbo dị anyị mma. ---- Gaa n'ọgbakọ Ọhaneze... Sụọ Igbo ka ị gụọ ihe ndị ọzọ. A bụọrọ m onye ọbịa ajụjụ na azịza n'mgbede a",Normal
1022173196899897,Davido vs Medikalbyk Vs Tinubu,Normal
1322067545937379,"I kechaala this side i kenyeghị m. Nye m nri nke m. Bunye m nke m Ị hụ ka ha na-adọnye take away n'ime akpa. Ọọ kwanụ ebe a na-eli ozu. Ndị nwe ozu na-ebe; ndị oriri ana-eri. Nke a na-echetara m oge anyị dị obere. A na-eli otu nwaanyị n'akụkụ be anyi. O nwere ụlọ simenti a rụchabeghị mgbe ahụ. Otu n'ime ndị isi ụka, nwaanyị e ji ama atụ gara na-ezu nri na anụ. O zuru ha bata, o zokpuo ha n'ụlọ ahụ, jiri ihe mechie ya. Ndị nwe ozu na-ebe akwa na mmadụ nwụnahụrụ ha, onye ọzọ akaa obi ezu nri na anụ ndị ọbịa. Ụmụaka hụrụ ihe nwaanyị a na-eme wee zuo ka a ha eri udele ma butuo ngịga. Anyị gara bukọrọ nri niile nwaanyị zuru ma zoo, ritọpụ. O zuru bịawa, anyị ezoo; ọ pụọ, anyị abata buru ya rie. Mgbe a dọnyere nwaanyị a nwụrụ n'ala maka olili ya, onye-ohi-nri tụrụ onwe ya n'ala, na-agba tịkọ tịkọ ka ọtị ka a ga-asị na o wutegbuola ya. Mgbe e mesịrị, ọ bịara chọwa ihe niile o zuru mana efere nkịtị na ite nkịtị ka ọ hụrụ..Ụmụaka ruru iri na ise erichaala ya. Anyị na-ahụ ya ka o konyere aka n'isi. O bee akwa, ọ ga-agwa ndị mmadụ na ọ bụ gịnị mere o ji ebe akwa Gịnị ka ọ ga-akpa Ọ ga-akọsara onye",Normal
2236732243754494,Nnamdi kanu dị asonyebe anyi holidays Ezenwayi dị aso nyebe anyị ego Ezenwoke nnọọ na mmiri yobara anyị aririọ Ezechitoke Abiama Nyenu anyị Biafra Biafra has come,Normal
1706868760329678,"Kolet . Chineke nke mgbe niile, onye sitere na onwunwu nke kpakpando wee duru ndi amamihe ikpo is I ala bye Okpara Gi: were ihe Ya duo mba niile nke uwa,ka uwa nile wee hu ebube Gi site na Jisos Kraist bu Onyenweanyi, Amin",Normal
1550581133125993,"IGBO- 2019; OBERE OGE NA AKA KABIRU TANIMU TURAKI KA Ọ NA-AKPARỊTA ỤKA NA KOGI NA-ENYE NDỊ NA-AGBA CHAA CHAA NA-EGWU ALA, TURAKI NA-AGBA UME KA PDP Onye isi ochichi isi oche nke PDP na-agba ọsọ Kabiru Tanimu Turaki, SAN akpọwo ndị òtù ya ka ha mepee ọnụ ụzọ ya maka ndị mmebi ọ bụla ma nye ha ọkwa dị ala iji gbasoo ọchịchọ ha. Turaki kọwara PDP dị ka Igbe Noa nke Akwụkwọ Nsọ nke ị ga-esi banye n'ụgbọ ma ọ bụ mee ka mmiri rie gị. O kwadoro ndị na-emehie na Kọmitii Na-ahụ Maka Nchịkwa nke ndị isi oche nke onyeisi oche mba ahụ, Onyeisi Uche Secondus nwere ikpe ziri ezi na ikpe ziri ezi na-ekpe ikpe ziri ezi nke mere ka ndị òtù nwee obi ụtọ na nnọkọ ahụ.",Normal
2478417969292989,Ada Biafra land Obodo Oma Chineke,Normal
2451197352020413,EDUKESHỌN Skuulu bụ skam Antem ndị akpụrụachịa A bịa n'ụlọ akwụkwọ E nwere ndị na-abịa ọkwụkwụ Nweekwa ndị bịara ohi nkịta Ma onye ọbụla bịara skuulu Onye nna ya dunyere ohi Na-eji ụkwụ agbawa ibo Ọ bụ ma onye nna ya dunyere akwụkwọ taa Onye ike akwụkwọ na-adịghị Ọ sị na nwa bekee bụ onye ohi Na ọ na-aghọrọ ebe ọ na-akụghị Mba ọbụla chọrọ mbibi Manye aka ghasaa agụmakwụkwọ ha Nọrọzie ala lee ka ha si efunyu anya Edukeshọn abụghị ahụekere Ọ bụ egwu onye ọkara obi Ọ na-amalite n'ụlọ jewe n'ụlọ akwụkwọ Akwụkwọ na-atọ ụtọ Mana ọ na-ara ahụ na mmụta Onye nwere nkasịobi ga-eru n'isi Agụmakwụkwọ atụgharịala ụwa taa Bụrụ ìhè n'ọchịchịrị Mee ụwa ka ọ maa mma O kwesịrị inwe ihe dị iche Na ndụ onye gbajiri chọlkụ Na nke onye na-echedo ama nna ya Mana isi abụrụla ọdụ taa Ọ bụ na ọkpụ isi amaghị akpụ Ka ọ bụ na agụba ya adịghị nkọ Onye o kwere Ya jisie ike gụta akwụkwọ Onye nọ n'ụlọ akwụkwọ Ekwutọzila ndị na-agba mbọ n'ama Ndị nọ n'ama na-agba mbọ Echekwala na agụmakwụkwọ bụ ihe egwuregwu. © Ugochukwu Benedict Alugwe Day 392 of 400,Normal
1343485940566699,"́̀ Ndeewonu ụmụ Igbo ndi ọma m ji emee ọnụ. Taa, anyị ga-eleeba anya na ọtụtụ egwu na abụ ejiri kwalite mmụọ ndị agha ndị Igbo, n'oge agha Biafra na Naijiria. Nke a bụ ọmụm'atụ : , ̣ , ̣. ́, ̣ , ̣ '̣̣́́ . N'agbanyeghi na amụbeghị ọtụtụ n'ime anyị mgbe ahụ, o nwere egwu agha Biafra ọbụla nne gị maọbụ nna gị maọbụ nna nna gị kuziri gị Ọ bụrụ na o nwere nke ha kuziri gị, biko dee ya ebee a",Normal
2420210261788614,Mmeri bu ke Umu Biafra,Normal
1373551201344630,"Ifo chakpii Wọọọ... Nke a bụ oge akụkọ ifo nke IIO. Isiokwu: Ihe mere Ugo jiri nwee ugwu na ebe ụmụ anụ ndị ọzọ nọ. .. . MGBE elu bụ ala ọsa, ugo na ụmụanụmanụ ndị ọzọ na-ebikọ ọnụ, na-emekọta ihe niile ọnụ. N’oge ahụ, ugo na-eyikarị mkpụrụ-àkwà anọ, bụọ ha ma zụchakwaa ha n’enweghị nsogbu ọbụla. Ugo anaghị echefu njirimara ya nke gụnyere otu o si ekwu okwu, otu o si aga ije, ụdị nri ọ na-eri tinyere ugwu o nwere n’ebe ụmụanụmanụ ndị ọzọ nọ. Mgbe ọbụla e nwere ọrụ a ga-arụ n’ala ụmụanụmanụ, ugo na-ebu ụzọ arụchapụ nke ya, ma rụkwaa ya karịa ka a tụrụ anya; nke pụtara na ọ na-arụ ọrụ ya nke ọma. Ọ bụghị ụmụanụmanụ niile ka ha na ugo na-emekọ ihe. Maka ihi ụdịrị ọnọdụ a ugo nwere n’ebe ụmụanụmanụ ndị ọzọ nọ, ha bidoro nwebe obi ọjọọ na ntajianya n’ebe ọ nọ, nke mere na ha bidoro chọsibe ike ụzọ ha ga-esi kpụọ ugwu ya n’ala iji menye ya ihere n’ihu. Otu ụbọchị, ụmụanụmanụ kpasuru chi ha iwe, chi ha wee gwa ha na ihe ha ga-eji mee ka iwe ya jụrụ bụ àkwà. N’ihi nke a, ụmụanụmanụ nwere ọgbakọ iji kpaa otu ha ga-esi nweta àkwà ha ga-eji chụrụ chi ha aja iji mee ka iwe ya jụrụ. Ụbọchị ahụ ugo anọghị ya n’ihi na ụmụanụmanụ zipụrụ ya ka ọ gaa chọpụta elu nnukwu osisi kacha ibe ya mma ebe eze ụmụanụmanụ ga-ebi n’afọ ahụ. Ọ bụ n’ihi na ugo nwere anya e ji achọpụta ihe mara mma ka e jiri zie ya ozi ahụ. Ya mere, ugo gachara lọta were sị na osisi kacha mma eze ha kwesịrị ibi na ya bụ osisi òjì maka na osisi òjì bụ eze osisi niile, ma nwekwaa ugwu, buo ibu ma dịka oke elu. Ma tupu ugo alọta ozi ahụ ha dunyere ya, ụmụanụmanụ ndị ọzọ emechaala nzukọ were kpebie na ọ bụ àkwà ugo ka a ga-eji achụrụ chi ha aja ahụ. Ha gwakwara chi ha na ọ bụ akwa ugo ka ha wepụtara maka aja ahụ. Ka Ugo siri njem ahụ lọta, ụmụanụmanụ ibe ya gwara ya ihe ha kpebiri na nzukọ ha. Nke a wutere ugo nke ukwu, mana iji were medaa chi ha obi ka ọ ghara ịta ụmụanụmanụ niile ahụhụ, o jiri ugwu na irubeisi were chịgara chi ha mkpụrụ akwa anọ o nwere. Ka o mechara nke a, o jiri nwayọọ n’emeghị mkpọtụ ọbụla si n’obodo ụmụanụmanụ pụọ were gaa biri n’elu osisi òjì. Bidozie ụbọchị ahụ gaba, ụmụanụmanụ amaghịzi ihe ọbụla banyere ugo na ezinaụlọ ya ọzọ. Ha amaghịkwa mkpụrụ àkwà ole ugo na-eyi, ha na ya anaghị enwekwa mmekọ ọzọ. Ka nke ahụ gachara, ihe dapụtara n’etiti ụmụanụmanụ nke na onye kwesịrị ịga nọchite anya ha bụ onye nwere ugwu dịka ugo. Ebe ọbụ na onweghị onye ọzọ ga-enwe ike imere ha nke a, ha zipụrụ ụmụanụmanụ ụfọdụ ka ha ga rịọ ugo mgbaghara, ma rịọkwaa ya ka ọ laghachite ọzọ. Ka ụmụanụmanụ ahụ garuru wee kọchaara ugo ihe ha jiri bịa, ugo atụpụghiri ha ọnụ. Ya mere, bido ụbọchị ahụ gawa, ụmụanụmanụ na-achọsị ike ịmata otu ugo na ezinaụlọ ya si ebi. Were ruo taa, ụmụanụmanụ niile na-akwanyere ugo ugwu pụrụ iche ma na-achọkwa ka ha dị ka ya. Kemgbe ahụ, ugbene ugo dị oke ọnụ n’obodo ụmụanụmanụ tinyekwara n’ebe mmadụ nọ. Ọ bụ maka ihi ugwu na nsọpụrụ ugo nwere ka ndị nze na ọzọ ji etinye ugbene ya n’okpu ha. Ifo chakpii... Wọọọ... Gwam ihe ịmụtara",Normal
26766803593015433,Ọha na-ege ntị ka a nụrụ olu Bola Tinubu dịka Onyeisiala ọhụrụ Naịjirịa nke ugboro 16,Normal
1934705213856057,ỌJỊUGO Ọjịugo nwa mma Lee ka ị na-amachasị Ka nwa jere be amụma Sere mma n'aka pụta Jee n'ime urukpuru igwe Mma ezuo ya ahụ Oke nnụnụ nwe elu Na-akpa ike n'ala Mmiri mara ya Sara ya ahụ Ọjịugo bụ sọ mma Chi kere ya tuwere ya ugo Ọjịugo bụ ọpụrụiche dị n'ọjị Ọjị ndị oke mmadụ Ọjị eze dị eze n'aka Ọjị ọkwa ya dị elu Ka ọnọdụ ugo si dịrị elu n'elu Ọjịugo dị sam Ọjịugo bụ ọjị dike Ọjị a na-echere ogbuịnyịnya Onye gbapụta ìhè E meere ya ihe ike Ị bụ ọjịugo gbara na mmadụ Ọjịugo a na-echere nwa eze. © Ugochukwu Benedict Alugwe Painting by: Chiagoziem Nneamaka Orji Acrylic on canvas,Normal
1314361924136308,"Ndi Igbo ibem, wepunu aka n'ihe gbasara ọnwụ Mohbad. Obi ndi ofe mmanu jọọrọ ezigbo njo n'ebe anyi no",Hate
1779330146387755,Bịa lee ihe Ebuka Obi kwuru maka akụkọ na-ekwu na ọ naara ndị mmadụ ala ha n'ike n'obodo Ngor-Okpala dị n'Imo Steeti. Gụọ ma kirie onyonyo akụkọ a n'uju ebe a,Normal
