id,tweet,label,length
train_igbo_00042,"@username nwanne bido muwa asusu igbo ntakiri. i juo ajuju maka obodo gi, lota oge ekeresimesi bia hu ihe ibe na eme. i soro ha wulite obodo gi, mutakwa omeneala ha na obi nnanna gi ha. obere obere ighola amaala be that. deme deme!",Normal,231
train_igbo_00043,lmao 😂  ọkụkọ mmaya na-egbu ahụbeghị nkịta ara na-acha 😭😭😭 ##url ##url,Normal,70
train_igbo_00044,"your head is there rt @username : or ngwo-ngwo. ""@username : mere peppersoup rt @username : ijuta isi nkita iga eji egba ya em gini?""",Normal,133
train_igbo_00045,"@username ndi nzuzu na ndi ujo, nwoke amu mmiri ya na ofe mmanu ya, an'ezuzu!!!",Abuse,79
train_igbo_00046,@username onye iberibe mechie gị eze ule ọsịsọ! there will be election in ìgbo land you'll do nothing,Abuse,101
train_igbo_00047,"imegheri a ahu okwu, isi ka i hapu imegheri ahu, okwu!  kedu ihe umu igbo ji isi wee kote na obodo a bu nigeria 🇳🇬. okwa ndi ugwu na ndi ofe mmanu na eme nke ha, anyi agbachi nkiti, keduzi ihe kpatalu nke anyi ji apu niche?  o, chukwu okike zobakwa 🙏  anyi #igbotwittercommunity.",Hate,279
train_igbo_00048,onye ala na akpo onwe ya president ndi usa..nwanne gbawaa door dia osiso 😐,Abuse,74
train_igbo_00049,@username hahahahahahahh.....i stopped going to uka 6 because ndi eze ule and ndi anaghi awu ahu abia early mass..,Abuse,114
train_igbo_00050,"@username otele nne gị there, nwa mmụọ",Abuse,38
train_igbo_00051,@username taaaaaaaaa gbafuo ebea!!!. onye iberibe. ndi nzuzu juru afo. any day you mention @username again in you tweet ##url,Abuse,125
train_igbo_00052,"nne na nna gi abu ndi nteje? maka i di ka onye ocha""@username : @username whoa! abum onye nteje abogu. :)""",Normal,106
train_igbo_00053,@username ezi ihugi ahuonu ya ka odi ka nke mgbada onye iberibe very ug*y man odi ka adaka,Abuse,90
train_igbo_00054,@username ndi usa kwa!? obuzi ka anyi si asazi usa nwa ?,Abuse,56
train_igbo_00055,"@username biko, make sure it is after covid-19, i no dey miss am for akpụ na ofe onugbu, with ezigbo anụ ọkụkọ, plus drinks of the gods...",Normal,138
train_igbo_00056,"ajọ nwanyị gbaa afọ,ọ dịrị dị nụrụ ya.",Normal,38
train_igbo_00057,@username ezigbo onye ori dika ya,Abuse,33
train_igbo_00058,"i feel very warm to yoruba that proudly identify as yoruba  same as hausa and fulani who flaunt their identity that's beyr african  if you come close to me to be ""moderate igbo"" ụsụ ga amicha gị ọṅụ  ndị araa",Abuse,208
train_igbo_00059,"@username ma ma onye ekpenta ahu, aturu about onu no na finland, amadioha ga apiawapu unu isi, for killing and destroying our people's lives and property in the name of enforcing sit at home.",Abuse,191
train_igbo_00060,"asa ndi akpiri ""@username : asa ndi vulture rt @username : unenviable beautyy for that matter ""@username : the ult",Abuse,114
train_igbo_00061,"onye juu gi?""@username : @username ajuju!!!""",Normal,44
train_igbo_00062,@username agadi ekwe nkà! agadi na agwọ ofe!,Abuse,44
train_igbo_00063,@username they are all disgrace! ndi akpiri ego!!,Abuse,49
train_igbo_00064,"@username ah! ihe ndi a mme odiro kwa mma oooo! 😨 mana nne biko eweliwe, nwepu kwa ya, maka ndi mmadu na uwa ga fu, ndi ofe mmanu ga na asi na umu nwaanyi igbo na eme ajo ihe 🤔 chai! but enhhhh can u just imagine, ihere na eme m sef, what a nonsense, haiiii! 😲",Hate,260
train_igbo_00065,atụrụ gbalu egwu na iru bee nna gi ##url,Normal,40
train_igbo_00066,"ofeke, ikpu nne gi there. ##url",Abuse,31
train_igbo_00067,"instead of champagne, na pami.. instead of shawanma na bush meat anu nchi,anu mgbada.. instead of salad my bby, abacha agworagwo ya na ugba",Normal,139
train_igbo_00068,@username ezigbo onye mgbu.  i think she’s missing her green uniform,Abuse,68
train_igbo_00069,"@username chaii,,,,, ọnụ ọjọọ",Abuse,29
train_igbo_00070,@username okwa nu isi shampoo 😂  ọnụ ọjọọ 😂😂,Abuse,44
train_igbo_00071,ọkụkọ na-akpa na ngwuru onye ohi nọ ite ofe nso.  a fowl that moves round the compound of a thief is closer to the  pot.  (don't play with your life)  #ilualaigbo #iluigbo #igboproverbs ##url,Normal,191
train_igbo_00072,"nnukwu isi, mana ụbụlụ adirọ.. big head, no brain ##url",Abuse,55
train_igbo_00073,"@username ụsụ nwụrụ anwụ, anụ ọhịa akpọniri ike elu wee mụọ, may thunder mixed with amadioha wey get the dna of ogun wey had 3some with shango and mamny water visit you there ##url",Abuse,180
train_igbo_00074,@username i been know it since. onye ọgwụ ego.. 🤮🤮,Abuse,50
train_igbo_00075,@username 😂😂😂😂 obi nna gi onye😂😂,Normal,32
train_igbo_00076,"@username nna gị atụrụ, egbe elu igwe mapụkwa gị anya ebe ahụ.",Abuse,62
train_igbo_00077,ekwensu a abiagokwa ọzọ ịchọ ihe ọ ga-asị na anyị mere...,Abuse,57
train_igbo_00078,@username ibu onye nzuzu aka iberiberism. anu mpama,Abuse,51
train_igbo_00079,@username onye ọgwụ ego dị ka gị,Abuse,32
train_igbo_00080,@username may u die young  worker of iniquity ewu anuohia aturu mkpi ekwensu,Abuse,76
train_igbo_00081,"na asi so asi, ile mgbada ##url",Abuse,31
train_igbo_00082,@username 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 nkita ara na ezio okwu,Abuse,46
train_igbo_00083,nwanne fuwa sewa... if u never hear this jam by @username ..u be onye mgbu,Abuse,74
train_igbo_00084,@username ibu ezigbo anụ ọhịa,Abuse,29
train_igbo_00085,"@username eeh ya bụrụ, anyịgo m unu nile bụ ndị ụsa 😂",Abuse,53
train_igbo_00086,"ndị igbo sị na ""eburu ozu onye ọzọ, ọ dị ka ebu úkwù nkụ"".  analogy gba kwaa ọkụ.  please zuzu away with your wickedness.",Normal,121
train_igbo_00087,@username 🤣🤣🤣🤣.. ndị usa,Abuse,24
train_igbo_00088,“@username : ndi ofe mmanu a *smh*”= yoruba people ehnn *smh*,Hate,61
train_igbo_00089,agadi na agwo ofe. 🙄,Abuse,20
train_igbo_00090,"@username o kacha ndi ofe mmanu, obi ojo ha di excess",Hate,53
train_igbo_00091,"@username ifeanyi ọnụ ọjọọ. ọsi nọọ ""plantain chips girl.  hb wey my brother spent 12 hours on, on 29th december 2021. 😂 😂",Abuse,122
train_igbo_00092,"@username shege banza! duri mama ka ya lalache, wawa kowai... onye nzuzu  in yoruba: abirun, radarada",Abuse,101
train_igbo_00093,@username anụ ọhia. mugu!!!,Abuse,27
train_igbo_00094,onye ejide n'ukwu ose bu onye oshi ose ##url,Normal,44
train_igbo_00095,"@username ezi na ulo gi nile okoko, ishi aki",Abuse,44
train_igbo_00096,@username lmaooo .. look at onye nzuzu,Abuse,38
train_igbo_00097,@username onye oshi friend,Abuse,26
train_igbo_00098,@username eliza ajọ nwanyị,Abuse,26
train_igbo_00099,@username chukwu aji. anaghi'm apia onye ji otele e me orji,Normal,59
train_igbo_00100,"@username nna, i na-enwe ihe isi ike n'iku ume ọbụla, ọ bu ihe obi karia ka ọ bụ ọrịa shuga. ọ di mkpa na i ga-akata ahụ hụ dibịa oyibo ka eleta ahụ gi nke ọma.  nke kachasi nke, dị ka ọ bụ gi na nne gi ka ọ na-emetuta, o nwere ike ị bụ ọrịa na-eso usoro ezi n'ụlọ.",Normal,265
train_igbo_00101,"soko soke werey.... onye ara, onye iberibe, anumpam, otororooo gbagbuoo gi, ishi dukwa gi na imi, nti tawa kwa gi, ewu gambia, alika 7up. ibi dakwa gi... tell your igbo friend to translate for you .   #endswat #endswat #endsars #endswat #endpolicebrutalityinnigeria ##url",Abuse,271
train_igbo_00102,"@username then, we'll buy up the entire territory 🤣🤣🤣🤣  onye mgbu",Abuse,65
train_igbo_00103,@username apostle onye mgbu,Abuse,27
train_igbo_00104,"na-aha ndigbo, kitikpa racha gị anya. usu ##url",Abuse,47
train_igbo_00105,the magician.  onye agwu. #onye ball. ##url,Abuse,43
train_igbo_00106,miri ya na agwọ ọya aqua mmiri mbaka nsọ nsọ nsọ! ##url,Normal,55
train_igbo_00107,@username yo! is that your comeback? 😁😁😁😁😁😁 onye mgbu!! ina achọ porsche you didn't work for.,Abuse,93
train_igbo_00108,@username 🤣🤣🤣😲😲  ajọ nwa,Abuse,24
train_igbo_00109,"@username the only confused person here is you.  ma gị, ma nne gị, ma nna gị bụ ndị apari  ozu!!!",Abuse,97
train_igbo_00110,this man is from okpunoeze uruagu nnewi.....this man is my uruagu brother...this man bu ezigbote onye nzuzu...how did that ezi bida formed? nnewi doesn't breed anu mpama...how come we have this onuku odeku? ##url,Abuse,212
train_igbo_00111,"eburu ozu onye ozo, o dika ebu ógbè osisi kporo nku 😭",Normal,53
train_igbo_00112,nwanna mmadụ akago ka ọkụkọ igbo ##url,Normal,38
train_igbo_00113,"@username 😂 😂 😂 😂 😂 😂 gulder dim n'afọ, star dim n'afọ, ọkụkọ dim n'afọ, isi ewu dim n'afọ! 😂 😂 😂",Normal,97
train_igbo_00114,"@username don't you know twitter rules enwe,ozo dimgba.usu tagbo gi na umunna gi,onye ala,onye nzuzu,onye oshi,onye is nkuka.akiri taa mkpuru anya gi.",Abuse,150
train_igbo_00115,@username nwa nza rijuo afo osi mgbada biara ya of😎😎,Normal,52
train_igbo_00116,😂😂 nne gi- nna gi ##url,Normal,23
train_igbo_00117,@username make her. onye mgbu,Abuse,29
train_igbo_00118,"@username usu ogu imi. i wughi anu ala,i wughi anu elu. o huru nri da obo, ndi ofe mmanu ji e hicha ike .",Hate,105
train_igbo_00119,maguire bu onye aghụghọ ##url,Abuse,29
train_igbo_00120,"...and this benz was dragging road with an okada man in awka... okada man come call the benz man ""onye ọgwụ ego"", baba come wind down his car glass and called him ""onye ọgwụ ubiam"" 😂",Abuse,182
train_igbo_00121,@username ezigbo onye agwu 😂,Abuse,28
train_igbo_00122,they don’t call yoruba people “ndi ofe mmanu” for nun ##url,Hate,59
train_igbo_00123,@username nkọwa okwu gị bụ si chọọ ka aga esi ri nya bụ ọkụkọ 😂😂😂😂😂😂 ##url,Normal,74
train_igbo_00124,"@username only the name, fear don hold person 😂🤣😂.. later dem go say na only pericoma be onye ọgwụ",Normal,98
train_igbo_00125,@username kwugheriri gi zuzupu ebea. nkita ara. ndi eriri eri,Abuse,61
train_igbo_00126,@username nna gi bu onye ipob. enwe,Abuse,35
train_igbo_00127,@username so i am a joke to you. onye mgbu,Abuse,42
train_igbo_00128,@username i shame for you onukwu,Abuse,32
train_igbo_00129,"@username ""nwa nza rijuo afo o si chi ya ka ha nwakenè""",Normal,55
train_igbo_00130,"@username ana akogherinu!,amaghikwam nkwado ole inyegoro maka oganiru #esn, inoro ebea ako ka onye mgbu ibu,ike udiri mmadu gi adirodim taa-ta sef maka chi. ubochi maara gi mma nnoo.",Abuse,182
train_igbo_00131,"@username onye ori amama,",Abuse,25
train_igbo_00132,@username onye nzuzu nka si na o choro i gosi nzuzu ya na twitter. oku kpokwa gi ebeahun i no. ekwensu gbwakwa gi obi.  omo ale jatijati. ko ni da fun e ati iyalaya e. eni to ti ya were kpatakpata.  anu mpama.,Abuse,209
train_igbo_00133,epl aside today...vote peter gregory onwubuasi obi okwute ! ! !,Normal,63
train_igbo_00134,december 97 or earlier. if not si nga pụọ.,Normal,42
train_igbo_00135,today on how to massage in nwaanyá»‹ ike ðŸ˜‚ ##url,Normal,51
train_igbo_00136,@username seee eehhh dont let me visit my village shrine cos of u !!! negodu anu nchi aa o🙄🙄 yenyenyen ..usu !!!!onukwube like u.😈,Abuse,130
train_igbo_00137,"@username you hereby condemn otu nne gi, peter obi should condemn otu nne gi publicly too, ozu",Abuse,94
train_igbo_00138,@username gị bụ onye amaghị ebe mmiri bidoro ma a gị agaghị ama mgbe ide ga eburu gị! jisike! agbachaa ọsọ agụọ miles! #ofeke.,Abuse,126
train_igbo_00139,@username nne i nwere ọnụ ọjọọ,Abuse,30
train_igbo_00140,"@username in 2023 or what, ijikwa anya gi ewu",Abuse,45
train_igbo_00141,"english - there is no need flogging a dead horse.   igbo - ọ onye iberibe bụ ịfe weelụ mma na egbu na o tụpọm, tu tụpọm, ebe nke egbulu ya na enuigwe ka na agba ọbala.",Normal,167
train_igbo_00142,the guy na dimkpa benin @username : agbim...his name sef funny!,Normal,63
train_igbo_00143,😂😂😂 obi okwute ##url,Abuse,20
train_igbo_00144,"@username next year no kuku far again. okwa ima na onwee pending with ''nkita ara'' ndi onye isi ala obodo anyi? nwanne, ego gbagotere gwoo gwoo.",Abuse,145
train_igbo_00145,@username onye ọgwụ ego,Abuse,23
train_igbo_00146,@username the middle man get anya apia ina elem ina ele onyeozo ooooooo how will he approve documents properly bikonu,Normal,117
train_igbo_00147,@username okpotuo ooh 💃💃💃💃💃💃💃💃 nne weta location bee nna gi ozugbo k'anyi bia buru gi ka ebee enulu ngwo..,Normal,106
train_igbo_00148,"""mechie eze ule gi dia..!!@username : one of the worst tribe in nigeria ""@username : wat has nnewi done?""@username : hope you're n""@username",Abuse,140
train_igbo_00149,@username don't mind the onye ori,Abuse,33
train_igbo_00150,"lovren bu ezi, br bu anu ofia, mignolet bu onye iberibe, gerrard bu agadi nwoke n'agwo ofe, sterling but ewu&gt;&gt; fa ncha bu ndi ara&gt;&gt;",Abuse,143
train_igbo_00151,"i wu 'ndi ? '""@username : :( oh maka na nfuru gi na anya? nya meh ki jia asi na mbu onye nzuzu? ""@username : ndi nzuzu.""""",Abuse,121
train_igbo_00152,@username your entire dwelling on earth is a failure. atụrụ 🐐🐐,Abuse,62
train_igbo_00153,"@username nne onye ọgwụ inyetu m biko, odika ife na-eme gị na eme mụ",Normal,68
train_igbo_00154,@username anọ m na-eche na ị chọrọ iji asụsụ obodo gị na-akparị m.  onye iberibe.  otu ihe nwoke ahụ na-eme n’ụlọ.  were asusu na-eme ka ndi mmadu daa.  dị n’ọbara gị.  ndi ojoo.  nwaa ka m ziga gi aka gi.  amaghi ihe nzuzu,Abuse,223
train_igbo_00155,"lmao!! ezigbote onye agwu! rt @username : @username dimma no lemme remember u oo, juo amara, a bukwa m nkita ara .......",Abuse,120
train_igbo_00156,@username ndi ofe mmanu ewero isi na madu 🤣,Hate,43
train_igbo_00157,@username ozu otu gbagbuo nne gi there mkpi,Abuse,43
train_igbo_00158,@username foreigner coming to ofe mmanụ land to congratulate him people for turning ndị ofe mmanụ 🤡 to slaves in their own land 🤯,Hate,129
train_igbo_00159,@username chai nwaanyi ofe mmanu,Hate,32
train_igbo_00160,@username use am do isi ewu,Normal,27
train_igbo_00161,"@username anakogheri taar gbafuo gi there osiso 😂😂😂, onye nzuzu",Abuse,63
train_igbo_00162,@username mechie eze ule gị... ònye apari,Abuse,41
train_igbo_00163,@username not only nsiagu ma nsị ọkụkọ 😂😂😂 ##url,Normal,48
train_igbo_00164,"@username isiri kpabie ụzọ oga esi were pụta. ńnà,ama m na ibughi ajọ nwoke.😂",Normal,77
train_igbo_00165,"@username watch it dear, because even great atheists later regretted their thought about god. don't anger god oooooooo! abukwana nwa nza rijuru afọr we chere chi ya aka mgba.",Normal,174
train_igbo_00166,@username ewu ka gi nma   anu ohia,Abuse,34
train_igbo_00167,"@username lmaaooo nne aswear down!!!! ha na ju mu na conference call ""o onye? o a bingo ko nwoke?! isi no onye yoruba?? aseeed eet! o ndi ofe mmanu """,Hate,149
train_igbo_00168,@username afụ ọnụ.. nnukwu isi. isi gate umuahia..,Abuse,50
train_igbo_00169,hahahaha. onye agwu rt @username : @username ur just shy to say u love him :p *chicken*,Abuse,87
train_igbo_00170,agwor takwa gi ni ike rt @username : ike okuko.rt @username : isi ewu rt @username : isi nkita.. nama!!rt @username : onye ara! ewu,Abuse,131
train_igbo_00171,@username getaway you!  obi okwute,Abuse,34
train_igbo_00172,@username isi ewu and nkwobi with chilled beer,Normal,46
train_igbo_00173,"@username oburu na nne gi zuru gi ofuma , igaghi abia ebea na akogheri ka onye na enwero uche .  biko zuzupuo ebea",Abuse,114
train_igbo_00174,@username ok nah... war start usu efulefu osu nwanmefu onye iberibe oniranu 😁😁😁😁😁😁,Abuse,82
train_igbo_00175,@username aga amuta nwaanyi,Normal,27
train_igbo_00176,"@username anụ ọhịa, ị na dika genuine sympathizers, wetin you dey sympathize? amadioha mixed with shango wey get dna of ogun rape you there, ụsụ nwụrụ anwụ akpọniri ike elu wee mụọ  those in the pictures below are obidients? mammy water pịwakwa gị mkpụrụ amụ there,ezi ##url",Abuse,274
train_igbo_00177,"@username onukwu na adirọ ndụ na achọ onye ga egbu ya. ejekwana baalu ndị be unu uru, nolu zuzughariba",Abuse,102
train_igbo_00178,ekwensu aromance mami water😩 ##url,Abuse,34
train_igbo_00179,"wetin i do nah lol""@username : @username bia nnukwu isi a, u neva see me!?""",Abuse,75
train_igbo_00180,"igbo na ekwu si na nwata chọba nke ya akpọ ya ajọ nwa, ílú igbo  #freennamdikanunow #freennamdikanunow #freennamdikanunow #freennamdikanunow #freennamdikanunow #ghosttownactivated #ghosttownactivated #ghosttownactivated #biafraexit #thisisnot1967",Normal,246
train_igbo_00181,"@username you are onye nzuzu, iberibe gbukwa gi ebe ahu. bastard",Abuse,64
train_igbo_00182,"onye nwere ntị ya nụrụ. kuziere nwa gị asụsụ igbo ebe ọ bụla ị nọ n'ụwa. ọ bụ ọrụ dịịrị gị n'ebe nwa ahụ nọ dịka onye nne ma ọ bụ onye nna. nwa ọma, chukwu gọzie nne na nna gị. ❤️❤️❤️ ##url",Normal,189
train_igbo_00183,@username onwere nwaanyị bi na yard anyị kwụrụ ya.,Normal,50
train_igbo_00184,@username otu nne gi there !!!umu ndi ori. ndi ara,Abuse,50
train_igbo_00185,@username kpuchie eze ule osiso,Abuse,31
train_igbo_00186,@username nne gi na nna gi bingo zuzughariwa na twitter ekwensu ‼️,Abuse,66
train_igbo_00187,"maka ndi akpiri ogologo nah! ""@username : jenny ibu ajo nwa o! kedu nke eji utari acho onye obula oso missjay_u @username """,Abuse,123
train_igbo_00188,@username uturu gbagbuo gị there ezi bida onye nzuzu onukwu,Abuse,59
train_igbo_00189,@username 🤣🤣🤣 negodu nwa nza efi n’agba?,Abuse,40
train_igbo_00190,enyi adịghi amụ ta mgbada... 😂😂 ##url,Normal,37
train_igbo_00191,@username good morning biko. ndị ọnụ ọjọọ abiala,Abuse,48
train_igbo_00192,"@username i juta isi nkita, i were agba ya mee gini?",Normal,52
train_igbo_00193,@username jagaban&gt;&gt;&gt;&gt; onye ori mandate.,Abuse,51
train_igbo_00194,@username ezigbo onye mgbu nwanne. 😂,Abuse,36
train_igbo_00195,...ode. com'on enjoy ur bole and kpomo in peace. ewu congo.... ##url,Abuse,68
train_igbo_00196,"i joro ezigbote njo and you think you’re gonna stress me out? anu mpama. odiro possible. iru gi di ka azu, onye nzuzu.",Abuse,118
train_igbo_00197,"nsọpụrụ dị kwara onye ọ bụla n'agbanyeghị otu onye ha. onye ruru ịkwanyere ugwu a ga-enye ya ugwu ya. ọ ya mere ndị igbo jiri sị na otu ọbụla nwa nza ha, a ga-ebu ya n'isi. #igbofridays",Normal,185
train_igbo_00198,"@username rie nsi, otoro gbagbue nne gi na nna gi. if someone says something you either agree or disagree. instead, you chose to insult me for expressing my view. ara na enwero nwanne gbagbuo gi there ya na kitigba gbagbuo gi there. idiot!",Abuse,239
train_igbo_00199,"#igbotwittercommunity n'edemede igbo na ewute ndi ofe mmanu n'ndi ugwu mana fa amaro ka anyi si kwado!!  maka na ndi bee anyi si, agba nsi nkiti ona esi, osikata sikata ogho nsi n'aja 😏😏  #igbotwittercommunity #igbotwitterhangout #igboinvasion",Hate,243
train_igbo_00200,"afụghi nke emere, eme nke afụrụ, abụghị jee chụwa mgbada togo.  - @username",Normal,75
train_igbo_00201,@username onye iberibe  anụ mpama,Abuse,33
train_igbo_00202,"lol..ijuta isi nkita,iwelu agba ya mee gini? rt @username : is ur girlfriend on twirra""@username : ... ##url",Normal,108
train_igbo_00203,onye ime ezi ibem ##url,Abuse,23
train_igbo_00204,@username onye ime ezi😤 nọ be so enugu ukwu people dy behave. jazz up,Abuse,69
train_igbo_00205,@username most if not all ndi ofe mmanu na eme ya bu ife. ike gwuru😁.,Hate,69
train_igbo_00206,ungrateful goat. it's you. onye mgbu.  taaaa rie nsi ##url,Abuse,58
train_igbo_00207,okwa otu akwukwua dógburu nne gi na nna gi na acho kwa idogbu gi nwa mgbe nta. ozu nkita. ##url,Abuse,95
train_igbo_00208,@username nwaanyị ọma see my account number 3113269034 firstbank. ##url,Normal,71
train_igbo_00209,@username kitikpa gbariakwa nne gi anya ebeahu ...lekwa nkea jiderem🖕,Abuse,69
train_igbo_00210,"@username je gwa ya nne gi inugo, aturu ohia na eche ka agadi nwoke na enye ya nri. oniranu.",Abuse,92
train_igbo_00211,"@username atụrụ, onye iberibe banza",Abuse,35
train_igbo_00212,@username onye mgbu 😂😂,Abuse,22
train_igbo_00213,@username atụrụ enweghị uche ... mkpi gbá nne gị,Abuse,48
train_igbo_00214,"nwaanyi muta ite ofe mmiri mmiri, di ya amuta ipi utara aka were suru ofe.",Normal,74
train_igbo_00215,@username peter obi okwute the rock my president,Normal,48
train_igbo_00216,@username onye mgbu !!!!    ##url,Abuse,33
train_igbo_00217,can i be this emotional 😔  no. obi okwute ##url,Normal,47
train_igbo_00218,@username onye mgbu! ndi iberibe peaks,Abuse,38
train_igbo_00219,"@username lol. bia umu nwaanyi onitsha, unu na eme mkpotu.",Normal,58
train_igbo_00220,"nna, mana ndi igbo b’anyi elijugo nsi afo n’aka ndi ofe mmanu sha ##url",Hate,71
train_igbo_00221,@username ezigbo onye mgbu 😂😂,Abuse,29
train_igbo_00222,"!!!""@username : yorubas rt @username : ndi ofe mmanu popularly refers to ________? #soupquiz""",Hate,93
train_igbo_00223,"agent provocateur @username únú ekwetego n'óne-eme? maazi simon ekpa emego únú arú! now it's punishment time by god of biafra for you ndi nzama na ndi akpiri ego, wuna go see 🔥 ##url",Abuse,182
train_igbo_00224,"onye nke no n´aka ekpe bu ezigbo onye uka ma nwekwaa obi ebere: nke no n´aka nri nwere obi okwute, onaghi... ##url",Abuse,114
train_igbo_00225,@username rie nsi. ezi ofia. ipob gbu nne gi there. ipob is a terrorist organization,Abuse,84
train_igbo_00226,@username nne gi and nna gi ezi bida!!;,Abuse,39
train_igbo_00227,"@username ọ bụ unu nwe aka 👍. akụkọ tọrọ ụtọ nke ukwuu ma na akuzikwa ihe bara uru. n'ezie onye aghụghọ nwụọ, onye aghụghọ ibe ya elie ya. daalụ nụ!",Normal,148
train_igbo_00228,@username ekwensu amaro ka’isi kwado papa @username,Normal,51
train_igbo_00229,@username akwụna ọkụ! tụfịakwa!!,Abuse,32
train_igbo_00230,@username onye iberibe ka ibu! ezigbote okpo! 😂😂😂,Abuse,49
train_igbo_00231,2023 intro! ofe mmanụ ga aghọta na ndị ugwu amaghị onye ṅwụrụ ụzụ-akwa ya n'atụ. ##url,Hate,86
train_igbo_00232,@username kitikpa gbagbuo gi!  in igbo,Abuse,38
train_igbo_00233,@username with nnukwu isi ya ahu? isi g-wagon,Abuse,45
